date_found,channel,video_title,url,published_date,views,duration,pillar,hook_type,title_formula,thumbnail_text,thumbnail_layout,thumbnail_colors,comment_themes,idea_signal
2026-05-17,Dr. James Hargrove,No.1 Oncologist Reveals the SIMPLE Daily Habit That Prevents Cancer After 60,https://www.youtube.com/watch?v=cJ9pfPbULp0,2026-04-18,5469,21.2,Food + Warning,Simple habit,No.1 [Specialty] Reveals the SIMPLE [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,If Your Ears Won't STOP Ringing After 60 — Your Body Is Lacking THIS,https://www.youtube.com/watch?v=_EhkT9aXe_w,2026-04-17,10715,21.8,Food + Warning,STOP warning,Your Body Is [Verb] [Claim],,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Michael Kent,How to Eat Eggs Correctly If You Are Diabetic (To Keep Your Blood Sugar Under Control),https://www.youtube.com/watch?v=lvm89a32lHc,2026-05-17,88,23.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,Hantavirus: How It Spreads and Why It Kills So Fast,https://www.youtube.com/watch?v=rf0-3WD0B6o,2026-05-14,6796,29.5,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,What’s the Best Blood Sugar for Older Adults? (Know the Real Truth),https://www.youtube.com/watch?v=Y_3k00KY-44,2026-05-11,3532,22.2,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,You Could Live 30 More Years After 65 – Try Doing This In The Morning,https://www.youtube.com/watch?v=wS7wAMsoop0,2026-05-07,1493,29.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,"SWOLLEN ANKLES AFTER 60 ARE NOT YOUR HEART — It's Your Lymph, and This 5-Minute Habit Drains Them",https://www.youtube.com/watch?v=iAo112xyPZo,2026-05-02,2570,24.5,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,5 Blood Tests Your Doctor Won’t Order (But Could Save Your Life),https://www.youtube.com/watch?v=mELQ2b1s0VA,2026-04-30,1830,22.7,Muscle / Strength,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,Do you eat avocados? AVOID these 10 dangerous mistakes — everyone over 60 must know,https://www.youtube.com/watch?v=eVejVNWT3mU,2026-04-28,5310,22.9,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,Kidney Doctor Warns: The Worst Poison That Poisons Your Kidneys,https://www.youtube.com/watch?v=_Ese1sMdEmE,2026-04-25,8062,19.5,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,"If you experience tingling, burning, or pain in your feet, try these 7 remedies immediately!",https://www.youtube.com/watch?v=d6Ah4aY-AoU,2026-04-23,2124,14.8,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,Doctor CONFESSES: The 5 Intestinal Tests He Would NEVER Get After 60,https://www.youtube.com/watch?v=z2hk4okJB2o,2026-04-21,5933,18.5,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,After 50? These 7 Walking Mistakes Are Destroying Your Health,https://www.youtube.com/watch?v=-lX1GifBnj0,2026-04-19,1987,19.7,Sleep / Night Peeing,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,Signs of a Stroke 24 Hours Before the Attack—Learn Them and Save Your Life.,https://www.youtube.com/watch?v=OFkvHtWfpQs,2026-05-14,2156,18.7,Food + Warning,Warning signs,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,What is HANTAVIRUS and How is It Spread? (The Silent Threat),https://www.youtube.com/watch?v=oXMSPch8Kjk,2026-05-10,103057,17.1,Food + Warning,Question hook,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Adewale,3 Breathing Techniques to Lower Blood Pressure Naturally,https://www.youtube.com/watch?v=xCSXICrSqt4,2026-05-06,4019,19.6,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,SENIORS: Just Put 1 Clove in Coffee… What Happens 10 Minutes Later Is Shocking (Doctor Explains),https://www.youtube.com/watch?v=QfYVHXQp33w,2026-05-03,3246,19.6,Food + Warning,Informational,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,Does Your Blood Type Reveal Your Lifespan? The Truth About Longevity,https://www.youtube.com/watch?v=NnYzkL0XkaU,2026-04-30,201604,22.0,Muscle / Strength,Question hook,Does Your [Trait] Reveal [Outcome]?,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Adewale,Swollen Ankles After 60? It’s Not Your Heart — Drain Your Lymph with This 5-Minute Habit,https://www.youtube.com/watch?v=-wPFzlM-Zws,2026-04-29,3503,20.1,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,"SENIORS: If your Ears are RINGING all the time, Your body is lacking this.",https://www.youtube.com/watch?v=pBgU_kURa1M,2026-04-27,34700,17.1,Food + Warning,Informational,Your Body Is [Verb] [Claim],,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Adewale,SENIORS: Waking Up With a Dry Mouth Every Morning? Your Body Is Warning You About THIS,https://www.youtube.com/watch?v=lIkcrLEK91A,2026-04-25,2866,21.4,Food + Warning,Authority warning,Your Body Is [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,Systolic vs. Diastolic: Which is the More Dangerous Number?,https://www.youtube.com/watch?v=9wnMLaxSonI,2026-04-23,6767,23.1,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,How to Lower Blood Pressure Naturally: 5 Steps (Cardiologist’s Guide),https://www.youtube.com/watch?v=W7wxprfJfl8,2026-04-20,3761,18.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Sarah Mitchell 60+,What's the Best Blood Pressure for Seniors Over 60? (Know The TRUTH!),https://www.youtube.com/watch?v=JsLpLsHaa2Q,2026-05-02,2710,14.6,Heart Attack / Stroke Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Sarah Mitchell 60+,SENIORS: 7 Silent Warning Signs Your Blood Pressure Is Dangerously High!,https://www.youtube.com/watch?v=PJ5qgZ7V3pc,2026-05-01,515,14.1,Heart Attack / Stroke Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Sarah Mitchell 60+,Drink This Every Morning and Watch Your Blood Pressure Drop in 7 Days (Cardiologist Explains),https://www.youtube.com/watch?v=IP6YYBEK60o,2026-04-29,565,15.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Sarah Mitchell 60+,These 3 Blood Pressure Medications Are Quietly Destroying Your Kidneys After 60,https://www.youtube.com/watch?v=_Jijkz3H8_4,2026-04-28,383657,16.1,Medication Warning,Destruction claim,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Sarah Mitchell 60+,Stop Taking This Cholesterol Drug After 60 — A Cardiologist Reveals What It's Doing to Your Brain,https://www.youtube.com/watch?v=1p4dSg37Hvw,2026-04-21,85500,14.9,Medication Warning,STOP warning,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Sarah Mitchell 60+,Add THIS to Your Morning Coffee – Stem Cells Reboot & Belly Fat Vanishes After 60,https://www.youtube.com/watch?v=HVw5pwY3G8M,2026-04-20,922,15.1,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Sarah Mitchell 60+,Your $150 Cream Is Destroying Collagen – 1 Spoon Rebuilds It Faster After 60,https://www.youtube.com/watch?v=Xent6u0tb0o,2026-04-18,368,15.2,Pain / Joints,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,"Doctor Explains: If Your NAILS Look Like THIS After 65, Your Body Can be Hiding 3 Diseases.",https://www.youtube.com/watch?v=Zo4gNLzI9fw,2026-05-16,1861,16.4,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,These 4 Blood Pressure Medications Are Quietly Destroying Your Kidneys After 65,https://www.youtube.com/watch?v=g6sqBSqWjdI,2026-05-15,960,16.6,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Your Legs Weaken First! Eat These 5 Foods to Strengthen Them FAST | Dr. Favor,https://www.youtube.com/watch?v=X8ELLoLD5dc,2026-05-14,3333,15.6,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,What is HANTAVIRUS and How is It Spread? (The Silent Threat) | Doctor Explains,https://www.youtube.com/watch?v=03rooXLP4qw,2026-05-12,983,16.9,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Stool STUCK in the Rectum! What is it and what to do? | Doctor Favor Explains,https://www.youtube.com/watch?v=PHH28hLKu4M,2026-05-11,12960,16.6,Pain / Joints,Question hook,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Favor Adeyemi,Cardiologist WARNS: NEVER Take B12 With THESE 2 Common Medications After 65! | Senior Health Tips,https://www.youtube.com/watch?v=Q5gcWN-S3sA,2026-05-10,2462,15.3,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,What a Stroke Looks Like the Day Before It Hits — Know This to Protect Yourself | Dr. Favor,https://www.youtube.com/watch?v=LAts3yxrtCo,2026-05-08,24381,15.3,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Favor Adeyemi,How to Eat Eggs Correctly If You Have Diabetes (To Keep Your Blood Sugar Under Control),https://www.youtube.com/watch?v=WPPVhvvRcDE,2026-05-07,2233,15.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,"SENIORS: Rub This Oil on Your Skin Every Night —Here is Really Happens to Pain, Inflammation & Aging",https://www.youtube.com/watch?v=nhvlKEPfRqI,2026-05-05,1349,17.2,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,SENIORS: The ONE Vitamin That Restores Leg Circulation (It's NOT Magnesium!) | Dr. Favor,https://www.youtube.com/watch?v=bZ0S5ZHSPHY,2026-05-03,2161,16.7,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Put 1 Clove in Coffee… What Happens 15 Minutes Later Is Shocking,https://www.youtube.com/watch?v=7F3PUUzZF7o,2026-05-02,2200,18.5,Food + Warning,Informational,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,6 Walking Mistakes That Are Destroying Your Health After 60,https://www.youtube.com/watch?v=H56GnwTIr1U,2026-04-29,119371,15.1,Heart Attack / Stroke Warning,Destruction claim,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Favor Adeyemi,SENIORS Over 60: Can't Sleep Through the Night? Drink THIS Instead of Water for Instant Deep Sleep,https://www.youtube.com/watch?v=iT3fIoaq0Og,2026-04-28,4069,17.9,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,"SWOLLEN ANKLES AFTER 65 ARE NOT YOUR HEART — It's Your Lymph, and This 10-Minute Habit Drains Them",https://www.youtube.com/watch?v=R6juin-N5aU,2026-04-27,1799,14.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Over 65? Waking Up With a Dry Mouth Every Morning? Your Body Is Warning You About THIS,https://www.youtube.com/watch?v=affuOZb_sko,2026-04-25,3116,18.1,Food + Warning,Authority warning,Your Body Is [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Cardiologist: The 15-Minute Daily Habit To Lower Blood Pressure Over 50,https://www.youtube.com/watch?v=h6qM2X8QaYU,2026-04-24,2244,17.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,8 Signs Your Kidneys Are in Trouble (Most People Ignore #5),https://www.youtube.com/watch?v=R49DsMtmIvg,2026-04-23,3577,18.1,Food + Warning,Warning signs,[X] Signs [Time Period] Before [Disaster],,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,SENIORS: 10 MISTAKES IN MEASURING YOUR OWN BLOOD PRESSURE! | Doctor Explains,https://www.youtube.com/watch?v=b_CX2Zu7Lms,2026-04-22,4943,19.0,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Doctor Reveals the #2 Best Fruits to Eat Before Bed for Healthy Eyesight!,https://www.youtube.com/watch?v=XfAIj5qSG8Q,2026-04-21,15187,20.0,Food + Warning,Revelation,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Favor Adeyemi,Seniors: Best Drinks To Lower Blood Pressure Before Bed | Dr. Favor Explains,https://www.youtube.com/watch?v=H1h0jaJd4jY,2026-04-20,83671,19.6,Food + Warning,Informational,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Favor Adeyemi,It's Here: 30-Day Proven Blood Pressure Reset Program for Adults 60+  (Link Below),https://www.youtube.com/watch?v=h7wxkvvvIo4,2026-04-20,566,3.5,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Top 5 Vegetables That Kill Cancer Cells and Heal Disease | Dr. Favor Explains the Science,https://www.youtube.com/watch?v=ph7-lqReC7Y,2026-04-19,12074,21.5,Food + Warning,Destruction claim,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Favor Adeyemi,Finally: The Blood Pressure Solution You Asked For.,https://www.youtube.com/watch?v=7UjPiriqYfE,2026-04-19,506,4.0,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,4 Medical Checkups I'd NEVER Get After 65 (a doctor explains why),https://www.youtube.com/watch?v=td-y-ftCxYA,2026-04-18,406744,19.1,Brain / Memory,NEVER warning,NEVER [Verb] [Items] After 60,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Favor Adeyemi,Doctors Warn: 8 Warning Signs in Your Feet That Could Mean Diabetes (NEVER Ignore!),https://www.youtube.com/watch?v=8SnDbHRk5RY,2026-04-17,65843,18.6,Leg / Circulation,NEVER warning,NEVER [Verb] [Items] After 60,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Rachel Foster,"After 60, These 5 Vegetables Can Help Rebuild Weak Muscles Quickly!",https://www.youtube.com/watch?v=LmUeged7mRQ,2026-05-17,46,24.7,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Add This One Ingredient to Beet Juice and Double the Blood Flow Effect,https://www.youtube.com/watch?v=hKRxCstdWnc,2026-05-17,62,23.6,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,7 Walking Mistakes That Are Destroying Your Health After 50 | A Doctor Explains,https://www.youtube.com/watch?v=QXpobidnIyI,2026-05-16,132,25.7,Heart Attack / Stroke Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Poor Leg Circulation? 30-Second Test + 3 Fast Fix,https://www.youtube.com/watch?v=2zRTOANj8kY,2026-05-15,207,24.0,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,The Only 5 Exercises Seniors Over 60 Need For Leg Strength,https://www.youtube.com/watch?v=ndZkyQF0dME,2026-05-15,237,19.8,Sleep / Night Peeing,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Neurologist WARNS: If Your NAILS Look Like THIS After 60, Your Body Can be Hiding 7 Diseases.",https://www.youtube.com/watch?v=aytr3ZJFS9A,2026-05-14,1626,23.3,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,What a Stroke Looks Like the Day Before It Hits — Know This to Protect Yourself,https://www.youtube.com/watch?v=9NTUPH1QSvU,2026-05-14,359,23.7,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Stool STUCK in the Rectum! What is it and what to do?,https://www.youtube.com/watch?v=LRaRKl6hwew,2026-05-13,100,28.1,Pain / Joints,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,UROLOGIST REVEALS: How to drink WATER to AVOID WAKING UP at night?,https://www.youtube.com/watch?v=RKgSopaNunc,2026-05-13,291,24.0,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Rub This Oil on Your Skin Every Night — Here is Really Happens to Pain, Inflammation & Aging",https://www.youtube.com/watch?v=ZlSRvhD19cM,2026-05-12,446,27.4,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Cardiologist Warns 5 Common Pills That Raise Heart Attack and Stroke Risk After 60,https://www.youtube.com/watch?v=AQ6HOQ0wyF4,2026-05-11,571,25.1,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,180/100 Blood Pressure? DO THIS NOW Before It’s Too Late (Life-Saving Guide),https://www.youtube.com/watch?v=S3Ja-_6OREc,2026-05-10,405,23.2,Heart Attack / Stroke Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,ONE TABLESPOON before going to bed and you'll fall asleep in seconds,https://www.youtube.com/watch?v=D-2dyrTzHsY,2026-05-09,590,16.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,SENIORS: The ONE Vitamin That Restores Leg Circulation (It’s NOT Magnesium!),https://www.youtube.com/watch?v=vcCcgYyR1mE,2026-05-08,423,15.9,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Top 4 Vegetables That Kill Cancer Cells & Heal Disease — A Doctor Explains the Science,https://www.youtube.com/watch?v=h-EkKhtSqdw,2026-05-07,13280,16.2,Food + Warning,Destruction claim,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Rachel Foster,Top 5 Foods That Heal Brain Cells and Restore Memory While You Sleep,https://www.youtube.com/watch?v=6EFUScs6taU,2026-05-07,3402,17.8,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Your Blood Type Predicts How You Die. The Truth About Longevity!,https://www.youtube.com/watch?v=lDF1Q-Ys5ms,2026-05-06,309,23.7,Heart Attack / Stroke Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Chew This Before Bed – Watch Your Memory Come Back Strong in Just 10 Days,https://www.youtube.com/watch?v=lgzKUZV3HIw,2026-05-06,61580,26.8,Food + Warning,Informational,Custom,,,,,"MEDIUM — Solid performance, worth monitoring"
2026-05-17,Dr. Rachel Foster,Seniors : 7 Mistakes You're Making When Eating Oatmeal That Are Harming Your Health,https://www.youtube.com/watch?v=rI0QtK5mCyY,2026-05-05,1936,25.9,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Cardiac Surgeon Warns: THIS Drug Is Damaging the Hearts of Older Adults,https://www.youtube.com/watch?v=s2mp0BCIMdI,2026-05-05,181,16.9,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Doctor Explains  One Oil That Helps Lower Blood S,https://www.youtube.com/watch?v=fZ6OIVGq4Nk,2026-05-04,131,20.8,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,After 60? Nuts You MUST Eat — and Nuts You Should NEVER Eat | Senior Health,https://www.youtube.com/watch?v=1hnBmOS0r98,2026-05-04,2789,24.3,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,These 3 Blood Pressure Medications Are Quietly Destroying Your Kidneys After 60,https://www.youtube.com/watch?v=oJgj0oqRFiA,2026-05-03,632,17.1,Medication Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Neurologist Reveals: The 60-Second Exercise to Recover Your Memory,https://www.youtube.com/watch?v=q9vpWdArBZ8,2026-05-03,129233,18.5,Muscle / Strength,Revelation,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Rachel Foster,"SWOLLEN ANKLES AFTER 60 ARE NOT YOUR HEART — It's Your Lymph, and This 5-Minute Habit Drains Them",https://www.youtube.com/watch?v=4whO2szhDzQ,2026-05-02,5356,19.7,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,10 Fruits That Reverse Blood Sugar | Top Fruits for Diabetics & 5 Worst to Avoid,https://www.youtube.com/watch?v=ScKWuiX6DBI,2026-05-02,156,26.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Cardiologist WARNS: NEVER Take B12 With THESE 2 Common Medications After 60! | Senior Health,https://www.youtube.com/watch?v=MXdMT_KNgQE,2026-05-01,143489,17.3,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Rachel Foster,Seniors: Do THIS Immediately Before Help Arrives — The 3-Minute Technique That Could Stop a Stroke,https://www.youtube.com/watch?v=eqvI3TN__CI,2026-05-01,45,19.0,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Over 70? Take This #1 Vitamin to Boost Blood Flow in Your Legs 1,000,000x",https://www.youtube.com/watch?v=9rPL2_Fb2fk,2026-04-30,48,20.9,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Over 60 Drink These 3 Teas to Rebuild Muscle and Walk Strong Again  Senior Health Tips,https://www.youtube.com/watch?v=JQ-RVAKORtc,2026-04-30,441,21.4,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Build Muscle After 75 THIS FRUIT PROTEIN 1,000,000x Better Than Eggs!",https://www.youtube.com/watch?v=FXHWkCYLnS8,2026-04-29,1649,23.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,How to Eat Eggs Correctly If You Have Diabetes (To Keep Your Blood Sugar Under Control,https://www.youtube.com/watch?v=q0IWu9RW1A4,2026-04-29,659,21.9,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Kidney Doctor Warns—The Worst Poison in Your Kitchen Destroying Your Kidneys (Most Consume it Daily),https://www.youtube.com/watch?v=muGHyx1IiRQ,2026-04-28,173,21.0,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Seniors: Best Drink To Lower Blood Pressure Before Bed (Cardiologist Explains),https://www.youtube.com/watch?v=jGWYTYFc5pY,2026-04-28,859,21.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Cardiologist Alerts This Sleeping POSITION Increases STROKE Risk Overnight,https://www.youtube.com/watch?v=DbnNrE5Qv9s,2026-04-27,1493,22.8,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,This is How Seniors Should Drink Coffee to Prevent Diabetes & Control Blood Sugar!,https://www.youtube.com/watch?v=JgXzzIj2kCg,2026-04-27,377,19.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Once You Turn 80, THESE 5 Things Happen Whether You Like It Or Not! Senior Health Tips",https://www.youtube.com/watch?v=Hndf_bUpnps,2026-04-26,1615,20.7,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,The 5 Medical Checkups I Would NEVER Get After 60,https://www.youtube.com/watch?v=AvLh9X7Zdiw,2026-04-26,1653,20.3,Stem Cell / Anti-Aging,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Beware! 9 Popular Medications That Can Trigger Rapid Dementia After 60!,https://www.youtube.com/watch?v=A_-S76v6yzs,2026-04-25,142554,25.2,Medication Warning,Age-targeted warning,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Rachel Foster,No.1 Oncologist Reveals the SIMPLE Daily Habit That Prevents Cancer After 60,https://www.youtube.com/watch?v=o0XOTVB-KYk,2026-04-25,156,21.3,Muscle / Strength,Simple habit,No.1 [Specialty] Reveals the SIMPLE [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Don't Drink Plain Water Again After 60 — THIS 1 Trick Boosts Blood Flow Fast,https://www.youtube.com/watch?v=LqsQjRe9e-Y,2026-04-24,414,22.7,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Seniors, THIS Oil Improves Blood Flow In Your Legs Fast! Senior Health Tips",https://www.youtube.com/watch?v=N0yZaW8scQs,2026-04-24,403,20.2,Leg / Circulation,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,9 Warning Signs in Your Feet That Could Mean Diabetes,https://www.youtube.com/watch?v=uLF0Lz5p7u8,2026-04-23,760,23.0,Leg / Circulation,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"If You Wake Up With a Dry Mouth, Your Body Is Telling You This Doctor Reveals",https://www.youtube.com/watch?v=TdIHrYgb8zw,2026-04-23,917,22.2,Heart Attack / Stroke Warning,Revelation,Your Body Is [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Doctor Reveals the #1 Best Fruit to Eat Before Bed for Healthy Eyesight!,https://www.youtube.com/watch?v=Va8WB9s6VSg,2026-04-22,480,24.6,Food + Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,What’s the Best Blood Pressure for Older Adults? (Know the Real Truth),https://www.youtube.com/watch?v=SFoTEXOy_d0,2026-04-22,223,23.4,Heart Attack / Stroke Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,OVER 60: 3 Vegetables You Should NEVER Touch – And 3 You MUST Eat | Senior Health,https://www.youtube.com/watch?v=G16QDU8gx2M,2026-04-21,7276,19.8,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,This Vitamin Reversed Nerve Damage in 14 Days After 60,https://www.youtube.com/watch?v=_y1A6EUL_yo,2026-04-21,279,21.3,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Doctor Warns: These 5 Reheated Foods Increase the Risk of Pancreatic Cancer,https://www.youtube.com/watch?v=jqX8lDIucqQ,2026-04-20,1213,23.4,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
